[2024-12-04 11:09:30,312] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2024-12-04 11:09:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | args: Namespace(host='0.0.0.0', port=20003, worker_address='auto', controller_address='http://SH-IDCA1404-10-140-54-5:20001', model_path='/mnt/petrelfs/songmingyang/songmingyang/model/tool-augment/groundingdino/groundingdino_swint_ogc.pth', model_config='/mnt/petrelfs/songmingyang/code/reasoning/tool-agent/LLaVA-Plus-Codebase/dependencies/GroundingDINO/groundingdino/config/GroundingDINO_SwinT_OGC.py', model_names=['grounding_dino'], device='cuda', limit_model_concurrency=5, stream_interval=2, no_register=False)
2024-12-04 12:21:22 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:22:07 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:22:52 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:23:37 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:24:22 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:25:07 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:25:52 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:26:37 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:27:22 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:28:07 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:28:52 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:29:37 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:30:22 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:31:07 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:31:52 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:32:37 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:33:22 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:34:07 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:34:52 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:35:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:36:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:37:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:37:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:38:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:39:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:40:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:40:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:41:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:42:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:43:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:43:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:44:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:45:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:46:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:46:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:47:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:48:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:49:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:49:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:50:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:51:23 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:52:08 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:52:53 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:53:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:54:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:55:09 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:55:54 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:56:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:57:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:58:09 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:58:54 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:59:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:00:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:01:09 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:01:54 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:02:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:03:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:04:09 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:04:54 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:05:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:06:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:07:09 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:07:54 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:08:39 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:09:24 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:10:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:10:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:11:40 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:12:25 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:13:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:13:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:14:40 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:15:25 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:16:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:16:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:17:40 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:18:25 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:19:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:19:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:20:40 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:21:25 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:22:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:22:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:23:40 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:24:25 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:25:10 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:25:55 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:26:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:27:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:28:11 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:28:56 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:29:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:30:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:31:11 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:31:56 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:32:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:33:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:34:11 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:34:56 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:35:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:36:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:37:11 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:37:56 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:38:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:39:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:40:11 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:40:56 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:41:41 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:42:26 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:43:12 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:43:57 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:44:42 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
